LOAD_ZONE,VEHICLE_TYPE,BID_NUM,TIMEPOINT,ev_bid_by_type
Oahu,All_Diesel_Vehicles,0,1907011200,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1907011202,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1907011204,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1907011206,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011208,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011210,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011212,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011214,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011216,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1907011218,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1907011220,66.8760878210715
Oahu,All_Diesel_Vehicles,0,1907011222,83.4031720194102
Oahu,All_Diesel_Vehicles,0,1907011900,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1907011902,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1907011904,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1907011906,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011908,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011910,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011912,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011914,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907011916,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1907011918,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1907011920,66.8760878210715
Oahu,All_Diesel_Vehicles,0,1907011922,83.4031720194102
Oahu,All_Diesel_Vehicles,0,1907021200,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1907021202,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1907021204,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1907021206,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907021208,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907021210,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907021212,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907021214,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907021216,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1907021218,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1907021220,66.8760878210715
Oahu,All_Diesel_Vehicles,0,1907021222,83.4031720194102
Oahu,All_Diesel_Vehicles,0,1907050200,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1907050202,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1907050204,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1907050206,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907050208,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907050210,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907050212,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907050214,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907050216,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1907050218,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1907050220,66.8760878210715
Oahu,All_Diesel_Vehicles,0,1907050222,83.4031720194102
Oahu,All_Diesel_Vehicles,0,1907092200,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1907092202,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1907092204,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1907092206,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907092208,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907092210,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907092212,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907092214,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907092216,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1907092218,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1907092220,66.8760878210715
Oahu,All_Diesel_Vehicles,0,1907092222,83.4031720194102
Oahu,All_Diesel_Vehicles,0,1907102700,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1907102702,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1907102704,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1907102706,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907102708,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907102710,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907102712,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907102714,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907102716,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1907102718,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1907102720,66.8760878210715
Oahu,All_Diesel_Vehicles,0,1907102722,83.4031720194102
Oahu,All_Diesel_Vehicles,0,1907121500,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1907121502,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1907121504,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1907121506,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907121508,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907121510,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907121512,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907121514,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1907121516,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1907121518,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1907121520,66.8760878210715
Oahu,All_Diesel_Vehicles,0,1907121522,83.4031720194102
Oahu,All_Diesel_Vehicles,0,1908022000,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1908022002,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1908022004,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1908022006,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908022008,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908022010,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908022012,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908022014,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908022016,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1908022018,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1908022020,66.8760878210715
Oahu,All_Diesel_Vehicles,0,1908022022,83.4031720194102
Oahu,All_Diesel_Vehicles,0,1908041000,60.6519133962077
Oahu,All_Diesel_Vehicles,0,1908041002,30.4390728824933
Oahu,All_Diesel_Vehicles,0,1908041004,1.62411393238473
Oahu,All_Diesel_Vehicles,0,1908041006,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908041008,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908041010,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908041012,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908041014,3.97958782107153
Oahu,All_Diesel_Vehicles,0,1908041016,20.9130878210715
Oahu,All_Diesel_Vehicles,0,1908041018,43.0305878210715
Oahu,All_Diesel_Vehicles,0,1908041020,66.8760878210715
