LOAD_ZONE,VEHICLE_TYPE,BID_NUM,TIMEPOINT,ev_bid_by_type
Oahu,All_Diesel_Vehicles,0,250700,45.5454931393505
Oahu,All_Diesel_Vehicles,0,250704,2.80185087672813
Oahu,All_Diesel_Vehicles,0,250708,3.97958782107153
Oahu,All_Diesel_Vehicles,0,250712,3.97958782107153
Oahu,All_Diesel_Vehicles,0,250716,31.9718378210715
Oahu,All_Diesel_Vehicles,0,250720,75.1396299202409
Oahu,All_Diesel_Vehicles,0,450700,45.5454931393505
Oahu,All_Diesel_Vehicles,0,450704,2.80185087672813
Oahu,All_Diesel_Vehicles,0,450708,3.97958782107153
Oahu,All_Diesel_Vehicles,0,450712,3.97958782107153
Oahu,All_Diesel_Vehicles,0,450716,31.9718378210715
Oahu,All_Diesel_Vehicles,0,450720,75.1396299202409
Oahu,All_Diesel_Vehicles,1,250700,97.7486810274289
Oahu,All_Diesel_Vehicles,1,250704,2.80185087672813
Oahu,All_Diesel_Vehicles,1,250708,3.97958782107153
Oahu,All_Diesel_Vehicles,1,250712,3.97958782107153
Oahu,All_Diesel_Vehicles,1,250716,3.97958782107153
Oahu,All_Diesel_Vehicles,1,250720,50.9286920321625
Oahu,All_Diesel_Vehicles,1,450700,97.7486810274289
Oahu,All_Diesel_Vehicles,1,450704,2.80185087672813
Oahu,All_Diesel_Vehicles,1,450708,3.97958782107153
Oahu,All_Diesel_Vehicles,1,450712,3.97958782107153
Oahu,All_Diesel_Vehicles,1,450716,3.97958782107153
Oahu,All_Diesel_Vehicles,1,450720,50.9286920321625
Oahu,All_Diesel_Vehicles,2,250700,79.0661158873458
Oahu,All_Diesel_Vehicles,2,250704,64.7308844242502
Oahu,All_Diesel_Vehicles,2,250708,3.97958782107153
Oahu,All_Diesel_Vehicles,2,250712,3.97958782107153
Oahu,All_Diesel_Vehicles,2,250716,3.97958782107153
Oahu,All_Diesel_Vehicles,2,250720,7.68222362472345
Oahu,All_Diesel_Vehicles,2,450700,79.0661158873458
Oahu,All_Diesel_Vehicles,2,450704,64.7308844242502
Oahu,All_Diesel_Vehicles,2,450708,3.97958782107153
Oahu,All_Diesel_Vehicles,2,450712,3.97958782107153
Oahu,All_Diesel_Vehicles,2,450716,3.97958782107153
Oahu,All_Diesel_Vehicles,2,450720,7.68222362472345
Oahu,All_Diesel_Vehicles,3,250700,55.6862956015335
Oahu,All_Diesel_Vehicles,3,250704,64.7308844242502
Oahu,All_Diesel_Vehicles,3,250708,5.05958782107153
Oahu,All_Diesel_Vehicles,3,250712,3.97958782107153
Oahu,All_Diesel_Vehicles,3,250716,31.9718378210715
Oahu,All_Diesel_Vehicles,3,250720,1.98979391053577
Oahu,All_Diesel_Vehicles,3,450700,55.6862956015335
Oahu,All_Diesel_Vehicles,3,450704,64.7308844242502
Oahu,All_Diesel_Vehicles,3,450708,5.05958782107153
Oahu,All_Diesel_Vehicles,3,450712,3.97958782107153
Oahu,All_Diesel_Vehicles,3,450716,31.9718378210715
Oahu,All_Diesel_Vehicles,3,450720,1.98979391053577
Oahu,All_Diesel_Vehicles,4,250700,3.83066800485254
Oahu,All_Diesel_Vehicles,4,250704,43.4366760112261
Oahu,All_Diesel_Vehicles,4,250708,5.05958782107153
Oahu,All_Diesel_Vehicles,4,250712,3.97958782107153
Oahu,All_Diesel_Vehicles,4,250716,31.9718378210715
Oahu,All_Diesel_Vehicles,4,250720,75.1396299202409
Oahu,All_Diesel_Vehicles,4,450700,3.83066800485254
Oahu,All_Diesel_Vehicles,4,450704,43.4366760112261
Oahu,All_Diesel_Vehicles,4,450708,5.05958782107153
Oahu,All_Diesel_Vehicles,4,450712,3.97958782107153
Oahu,All_Diesel_Vehicles,4,450716,31.9718378210715
Oahu,All_Diesel_Vehicles,4,450720,75.1396299202409
Oahu,All_Diesel_Vehicles,5,250700,45.5454931393505
Oahu,All_Diesel_Vehicles,5,250704,2.63679165853108
Oahu,All_Diesel_Vehicles,5,250708,4.14464703926858
Oahu,All_Diesel_Vehicles,5,250712,3.97958782107153
Oahu,All_Diesel_Vehicles,5,250716,31.9718378210715
Oahu,All_Diesel_Vehicles,5,250720,75.1396299202409
Oahu,All_Diesel_Vehicles,5,450700,45.5454931393505
Oahu,All_Diesel_Vehicles,5,450704,2.63679165853108
Oahu,All_Diesel_Vehicles,5,450708,4.14464703926858
Oahu,All_Diesel_Vehicles,5,450712,3.97958782107153
Oahu,All_Diesel_Vehicles,5,450716,31.9718378210715
Oahu,All_Diesel_Vehicles,5,450720,75.1396299202409
Oahu,All_Diesel_Vehicles,6,250700,45.5454931393505
Oahu,All_Diesel_Vehicles,6,250704,2.80185087672813
Oahu,All_Diesel_Vehicles,6,250708,3.97958782107153
Oahu,All_Diesel_Vehicles,6,250712,3.97958782107153
Oahu,All_Diesel_Vehicles,6,250716,24.7990833170622
Oahu,All_Diesel_Vehicles,6,250720,82.3123844242502
Oahu,All_Diesel_Vehicles,6,450700,45.5454931393505
Oahu,All_Diesel_Vehicles,6,450704,2.80185087672813
Oahu,All_Diesel_Vehicles,6,450708,3.97958782107153
Oahu,All_Diesel_Vehicles,6,450712,3.97958782107153
Oahu,All_Diesel_Vehicles,6,450716,24.7990833170622
Oahu,All_Diesel_Vehicles,6,450720,82.3123844242502
Oahu,All_Gasoline_Vehicles,0,250700,217.147341864646
Oahu,All_Gasoline_Vehicles,0,250704,130.85666069624
Oahu,All_Gasoline_Vehicles,0,250708,296.85466507654
Oahu,All_Gasoline_Vehicles,0,250712,207.044471479735
Oahu,All_Gasoline_Vehicles,0,250716,541.414643264373
Oahu,All_Gasoline_Vehicles,0,250720,681.606183502264
Oahu,All_Gasoline_Vehicles,0,450700,217.147341864646
Oahu,All_Gasoline_Vehicles,0,450704,130.85666069624
Oahu,All_Gasoline_Vehicles,0,450708,296.85466507654
Oahu,All_Gasoline_Vehicles,0,450712,207.044471479735
Oahu,All_Gasoline_Vehicles,0,450716,541.414643264373
Oahu,All_Gasoline_Vehicles,0,450720,681.606183502264
Oahu,All_Gasoline_Vehicles,1,250700,1373.7521730292
Oahu,All_Gasoline_Vehicles,1,250704,129.66933684956
Oahu,All_Gasoline_Vehicles,1,250708,265.941028614371
Oahu,All_Gasoline_Vehicles,1,250712,24.0591112218512
Oahu,All_Gasoline_Vehicles,1,250716,59.9638116886621
Oahu,All_Gasoline_Vehicles,1,250720,221.538504480154
Oahu,All_Gasoline_Vehicles,1,450700,1373.7521730292
Oahu,All_Gasoline_Vehicles,1,450704,129.66933684956
Oahu,All_Gasoline_Vehicles,1,450708,265.941028614371
Oahu,All_Gasoline_Vehicles,1,450712,24.0591112218512
Oahu,All_Gasoline_Vehicles,1,450716,59.9638116886621
Oahu,All_Gasoline_Vehicles,1,450720,221.538504480154
Oahu,All_Gasoline_Vehicles,2,250700,443.085279137906
Oahu,All_Gasoline_Vehicles,2,250704,1206.89841090901
Oahu,All_Gasoline_Vehicles,2,250708,288.970233311244
Oahu,All_Gasoline_Vehicles,2,250712,80.3612299313867
Oahu,All_Gasoline_Vehicles,2,250716,16.9060365957786
Oahu,All_Gasoline_Vehicles,2,250720,38.7027759984771
Oahu,All_Gasoline_Vehicles,2,450700,443.085279137906
Oahu,All_Gasoline_Vehicles,2,450704,1206.89841090901
Oahu,All_Gasoline_Vehicles,2,450708,288.970233311244
Oahu,All_Gasoline_Vehicles,2,450712,80.3612299313867
Oahu,All_Gasoline_Vehicles,2,450716,16.9060365957786
Oahu,All_Gasoline_Vehicles,2,450720,38.7027759984771
Oahu,All_Gasoline_Vehicles,3,250700,172.183585246443
Oahu,All_Gasoline_Vehicles,3,250704,705.12402420428
Oahu,All_Gasoline_Vehicles,3,250708,785.241844398219
Oahu,All_Gasoline_Vehicles,3,250712,170.162546856069
Oahu,All_Gasoline_Vehicles,3,250716,226.412538347575
Oahu,All_Gasoline_Vehicles,3,250720,15.7994268312123
