regional_fuel_market,fuel,tier,period,unit_cost,max_avail_at_cost,fixed_cost,max_age
Hawaii_Biodiesel,Biodiesel,base,2020,31.1622747858833,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2021,26.5075071950009,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2022,26.9242617846561,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2023,27.1598518881044,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2024,27.4521042225871,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2025,27.7566253984492,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2026,28.0444419639665,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2027,28.2570389812078,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2028,28.5359963191389,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2029,28.8106211191389,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2030,29.0046339122423,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2031,29.2760708605182,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2032,29.4955454915527,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2033,29.8255754605182,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2034,30.0679330881044,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2035,30.3224763743113,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2036,30.5953490605182,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2037,30.8237917777596,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2038,31.0809139053458,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2039,31.3490741915527,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2040,31.5807693018975,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2041,31.7844022777596,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2042,32.1483066225871,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2043,32.357057008794,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2044,32.6053638743113,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2045,32.8614125398285,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2046,33.0834795536216,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2047,33.3837351950009,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2048,33.666180932932,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2049,33.9229729674147,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2050,34.1314120777595,.,0.0,.
Hawaii_Coal,Coal,base,2020,3.86858421979918,.,0.0,.
Hawaii_Coal,Coal,base,2021,3.79362053993079,.,0.0,.
Hawaii_Coal,Coal,base,2022,3.76120391993079,.,0.0,.
Hawaii_Coal,Coal,base,2023,3.74593961993079,.,0.0,.
Hawaii_Coal,Coal,base,2024,3.74179433993079,.,0.0,.
Hawaii_Coal,Coal,base,2025,3.73432589993079,.,0.0,.
Hawaii_Coal,Coal,base,2026,3.73520411993079,.,0.0,.
Hawaii_Coal,Coal,base,2027,3.74991455993079,.,0.0,.
Hawaii_Coal,Coal,base,2028,3.73558151993079,.,0.0,.
Hawaii_Coal,Coal,base,2029,3.73922699993079,.,0.0,.
Hawaii_Coal,Coal,base,2030,3.73929737993079,.,0.0,.
Hawaii_Coal,Coal,base,2031,3.74046629993079,.,0.0,.
Hawaii_Coal,Coal,base,2032,3.74012153993079,.,0.0,.
Hawaii_Coal,Coal,base,2033,3.74722889993079,.,0.0,.
Hawaii_Coal,Coal,base,2034,3.75121403993079,.,0.0,.
Hawaii_Coal,Coal,base,2035,3.74931887993079,.,0.0,.
Hawaii_Coal,Coal,base,2036,3.75272159993079,.,0.0,.
Hawaii_Coal,Coal,base,2037,3.76011455993079,.,0.0,.
Hawaii_Coal,Coal,base,2038,3.76128245993079,.,0.0,.
Hawaii_Coal,Coal,base,2039,3.76358663993079,.,0.0,.
Hawaii_Coal,Coal,base,2040,3.76024307993079,.,0.0,.
Hawaii_Coal,Coal,base,2041,3.76349075993079,.,0.0,.
Hawaii_Coal,Coal,base,2042,3.76887737993079,.,0.0,.
Hawaii_Coal,Coal,base,2043,3.77324909993079,.,0.0,.
Hawaii_Coal,Coal,base,2044,3.77585825993079,.,0.0,.
Hawaii_Coal,Coal,base,2045,3.78166001993079,.,0.0,.
Hawaii_Coal,Coal,base,2046,3.78010451993079,.,0.0,.
Hawaii_Coal,Coal,base,2047,3.78420185993079,.,0.0,.
Hawaii_Coal,Coal,base,2048,3.78618575993079,.,0.0,.
Hawaii_Coal,Coal,base,2049,3.78703949993079,.,0.0,.
Hawaii_Coal,Coal,base,2050,3.78807071993079,.,0.0,.
Hawaii_Diesel,Diesel,base,2020,15.7881499885088,.,0.0,.
Hawaii_Diesel,Diesel,base,2021,15.5551409561345,.,0.0,.
Hawaii_Diesel,Diesel,base,2022,15.9718955457897,.,0.0,.
Hawaii_Diesel,Diesel,base,2023,16.207485649238,.,0.0,.
Hawaii_Diesel,Diesel,base,2024,16.4997379837207,.,0.0,.
Hawaii_Diesel,Diesel,base,2025,16.8042591595828,.,0.0,.
Hawaii_Diesel,Diesel,base,2026,17.0920757251001,.,0.0,.
Hawaii_Diesel,Diesel,base,2027,17.3046727423414,.,0.0,.
Hawaii_Diesel,Diesel,base,2028,17.5836300802725,.,0.0,.
Hawaii_Diesel,Diesel,base,2029,17.8582548802725,.,0.0,.
Hawaii_Diesel,Diesel,base,2030,18.0522676733759,.,0.0,.
Hawaii_Diesel,Diesel,base,2031,18.3237046216518,.,0.0,.
Hawaii_Diesel,Diesel,base,2032,18.5431792526863,.,0.0,.
Hawaii_Diesel,Diesel,base,2033,18.8732092216518,.,0.0,.
Hawaii_Diesel,Diesel,base,2034,19.115566849238,.,0.0,.
Hawaii_Diesel,Diesel,base,2035,19.3701101354449,.,0.0,.
Hawaii_Diesel,Diesel,base,2036,19.6429828216518,.,0.0,.
Hawaii_Diesel,Diesel,base,2037,19.8714255388932,.,0.0,.
Hawaii_Diesel,Diesel,base,2038,20.1285476664794,.,0.0,.
Hawaii_Diesel,Diesel,base,2039,20.3967079526863,.,0.0,.
Hawaii_Diesel,Diesel,base,2040,20.6284030630311,.,0.0,.
Hawaii_Diesel,Diesel,base,2041,20.8320360388932,.,0.0,.
Hawaii_Diesel,Diesel,base,2042,21.1959403837207,.,0.0,.
Hawaii_Diesel,Diesel,base,2043,21.4046907699276,.,0.0,.
Hawaii_Diesel,Diesel,base,2044,21.6529976354449,.,0.0,.
Hawaii_Diesel,Diesel,base,2045,21.9090463009621,.,0.0,.
Hawaii_Diesel,Diesel,base,2046,22.1311133147552,.,0.0,.
Hawaii_Diesel,Diesel,base,2047,22.4313689561345,.,0.0,.
Hawaii_Diesel,Diesel,base,2048,22.7138146940656,.,0.0,.
Hawaii_Diesel,Diesel,base,2049,22.9706067285483,.,0.0,.
Hawaii_Diesel,Diesel,base,2050,23.1790458388932,.,0.0,.
Hawaii_LNG,LNG,bulk_05,2020,8.415942418596,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2021,8.84102706486,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2022,9.163236708306,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2023,9.345380840886,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2024,9.571332810768,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2025,9.806770312674,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2026,10.029292812138,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2027,10.193660070048,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2028,10.409333146296,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2029,10.621656564168,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2030,10.771655615028,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2031,10.981514377218,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2032,11.151198993456,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2033,11.406358363662,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2034,11.593734739854,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2035,11.790532336152,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2036,12.001501124766,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2037,12.178119327174,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2038,12.376910728896,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2039,12.584236172574,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2040,12.763368930186,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2041,12.920805729144,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2042,13.202154734304,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2043,13.363548007896,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2044,13.555523977902,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2045,13.75348544316,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2046,13.925174334204,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2047,14.15731398078,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2048,14.375684078604,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2049,14.574220272144,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2050,14.735372885916,51113806.0,1.71191630295135,5.0000000000000000
Hawaii_LNG,LNG,bulk_10,2020,8.415942418596,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2021,8.84102706486,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2022,9.163236708306,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2023,9.345380840886,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2024,9.571332810768,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2025,9.806770312674,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2026,10.029292812138,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2027,10.193660070048,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2028,10.409333146296,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2029,10.621656564168,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2030,10.771655615028,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2031,10.981514377218,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2032,11.151198993456,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2033,11.406358363662,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2034,11.593734739854,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2035,11.790532336152,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2036,12.001501124766,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2037,12.178119327174,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2038,12.376910728896,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2039,12.584236172574,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2040,12.763368930186,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2041,12.920805729144,51113806.0,1.27906440668774,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2042,13.202154734304,51113806.0,1.27906440668774,10.0000000000000000
